n,id,loan_amnt,installment,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,total_rec_int,application_type,dti_joint,all_util,total_rev_hi_lim
978,68386842,15000.0,451.73,3 years,OWN,81000.0,Not Verified,Issued,credit_card,TX,16.95,0.0,Oct-1985,0.0,INDIVIDUAL,,9.4,208500.0
979,55998826,2500.0,95.47,5 years,RENT,50000.0,Verified,Current,moving,NY,13.59,1.0,Jan-2007,225.16,INDIVIDUAL,,,2300.0
980,56662568,25000.0,521.03,3 years,OWN,65000.0,Verified,Current,debt_consolidation,MA,10.51,1.0,Apr-2003,917.06,INDIVIDUAL,,,83400.0
981,3667259,9700.0,318.21,6 years,RENT,45000.0,Source Verified,Fully Paid,debt_consolidation,CA,29.71,0.0,Apr-2007,1280.1,INDIVIDUAL,,,14000.0
982,54434761,21000.0,710.92,1 year,RENT,120000.0,Not Verified,Current,home_improvement,MO,16.63,0.0,Oct-2004,1097.17,INDIVIDUAL,,,10000.0
983,10537580,24000.0,586.7,10+ years,MORTGAGE,74000.0,Verified,Current,debt_consolidation,WV,16.1,1.0,Nov-1994,6592.58,INDIVIDUAL,,,
984,49077694,35000.0,,5 years,,165000.0,Verified,Fully Paid,credit_card,CA,12.17,0.0,Mar-1988,341.82,INDIVIDUAL,,,69700.0
985,9048419,12000.0,375.49,3 years,RENT,88000.0,Source Verified,Fully Paid,debt_consolidation,NC,18.08,0.0,Aug-1998,990.2,INDIVIDUAL,,,
986,34964938,14900.0,,10+ years,RENT,91000.0,Source Verified,Current,debt_consolidation,NJ,6.4,0.0,Jan-1985,2767.3,INDIVIDUAL,,,
987,60575198,8725.0,285.61,n/a,RENT,19008.0,Verified,Current,debt_consolidation,CA,20.01,0.0,Apr-1978,302.92,INDIVIDUAL,,,53900.0
988,9784890,12000.0,,5 years,,53000.0,Verified,Fully Paid,credit_card,OH,10.87,0.0,Oct-2002,2861.55,INDIVIDUAL,,,22900.0
989,5766112,15000.0,513.33,2 years,MORTGAGE,100000.0,Verified,Fully Paid,credit_card,PA,27.33,1.0,Jun-1997,3072.81,INDIVIDUAL,,,48900.0
990,19696788,14400.0,334.92,n/a,MORTGAGE,60000.0,Source Verified,Current,debt_consolidation,AL,7.5,0.0,Jul-2001,2702.38,INDIVIDUAL,,,11500.0
991,61519702,24000.0,,< 1 year,RENT,74000.0,Verified,Current,debt_consolidation,MS,25.45,0.0,Sep-1986,849.41,INDIVIDUAL,,,28600.0
992,1865241,20000.0,,10+ years,MORTGAGE,98000.0,Verified,Fully Paid,small_business,NV,15.0,1.0,Mar-1980,3079.78,INDIVIDUAL,,,37800.0
993,34473185,9875.0,327.95,n/a,RENT,22488.0,Verified,Current,debt_consolidation,MO,5.44,0.0,Sep-1994,1080.84,INDIVIDUAL,,,8600.0
994,63419832,25000.0,577.44,9 years,RENT,91000.0,Not Verified,Current,debt_consolidation,NJ,28.83,0.0,Mar-1998,256.31,INDIVIDUAL,,,33000.0
995,9344623,20000.0,680.36,3 years,MORTGAGE,144000.0,Verified,Fully Paid,credit_card,TX,16.18,0.0,Jan-1973,3982.32,INDIVIDUAL,,,37300.0
996,44005178,35000.0,783.7,< 1 year,RENT,175000.0,Verified,Current,debt_consolidation,GA,9.11,0.0,Oct-2002,3041.63,INDIVIDUAL,,,
997,46215097,15000.0,512.6,10+ years,MORTGAGE,68000.0,Source Verified,Current,debt_consolidation,PA,11.72,0.0,Dec-2002,1274.49,INDIVIDUAL,,,10800.0
998,1241498,10000.0,348.18,6 years,MORTGAGE,90000.0,Not Verified,Fully Paid,medical,FL,11.23,0.0,Oct-2007,1682.87,INDIVIDUAL,,,
999,59079679,10000.0,203.63,< 1 year,MORTGAGE,37000.0,Not Verified,Current,home_improvement,OH,21.6,0.0,May-2003,262.56,INDIVIDUAL,,,29000.0
